#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-02-03 00:00:00+00:00 2017-02-12 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
CMI,2017-02-04 23:35,M,M,M,170.00,14.00,M,30.06,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 042335Z AUTO 17014KT 10SM OVC060 A3006 RMK MADISHF
CMI,2017-02-04 23:40,M,M,M,160.00,13.00,M,30.06,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 042340Z AUTO 16013KT 10SM OVC060 A3006 RMK MADISHF
CMI,2017-02-04 23:45,M,M,M,160.00,12.00,M,30.06,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 042345Z AUTO 16012KT 10SM OVC060 A3006 RMK MADISHF
CMI,2017-02-04 23:50,M,M,M,170.00,14.00,M,30.06,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 042350Z AUTO 17014KT 10SM OVC060 A3006 RMK MADISHF
CMI,2017-02-04 23:53,34.00,12.90,41.26,170.00,14.00,0.00,30.06,1018.90,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 042353Z 17014KT 10SM OVC060 01/M11 A3006 RMK AO2 SLP189 T00111106 10022 21006 56026
CMI,2017-02-04 23:55,M,M,M,170.00,13.00,M,30.06,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 042355Z AUTO 17013KT 10SM OVC060 A3006 RMK MADISHF
CMI,2017-02-05 00:00,M,M,M,170.00,13.00,M,30.05,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,KCMI 050000Z AUTO 17013KT 10SM OVC055 A3005 RMK MADISHF
CMI,2017-02-05 00:05,M,M,M,170.00,13.00,M,30.05,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,KCMI 050005Z AUTO 17013KT 10SM OVC055 A3005 RMK MADISHF
CMI,2017-02-05 00:10,M,M,M,170.00,15.00,M,30.05,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,KCMI 050010Z AUTO 17015KT 10SM OVC055 A3005 RMK MADISHF
CMI,2017-02-05 00:15,M,M,M,160.00,13.00,M,30.05,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,KCMI 050015Z AUTO 16013KT 10SM OVC055 A3005 RMK MADISHF
CMI,2017-02-05 00:20,M,M,M,160.00,12.00,M,30.05,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050020Z AUTO 16012KT 10SM OVC060 A3005 RMK MADISHF
CMI,2017-02-05 00:25,M,M,M,160.00,14.00,M,30.05,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050025Z AUTO 16014KT 10SM OVC060 A3005 RMK MADISHF
CMI,2017-02-05 00:30,M,M,M,170.00,12.00,M,30.04,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050030Z AUTO 17012KT 10SM OVC060 A3004 RMK MADISHF
CMI,2017-02-05 00:35,M,M,M,160.00,14.00,M,30.04,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050035Z AUTO 16014KT 10SM OVC060 A3004 RMK MADISHF
CMI,2017-02-05 00:40,M,M,M,160.00,13.00,M,30.04,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050040Z AUTO 16013KT 10SM OVC060 A3004 RMK MADISHF
CMI,2017-02-05 00:45,M,M,M,160.00,13.00,M,30.04,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050045Z AUTO 16013KT 10SM OVC060 A3004 RMK MADISHF
CMI,2017-02-05 00:50,M,M,M,160.00,12.00,M,30.04,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,KCMI 050050Z AUTO 16012KT 10SM OVC065 A3004 RMK MADISHF
CMI,2017-02-05 00:53,33.10,14.00,44.89,160.00,12.00,0.00,30.04,1018.20,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,KCMI 050053Z 16012KT 10SM OVC065 01/M10 A3004 RMK AO2 SLP182 T00061100
CMI,2017-02-05 00:55,M,M,M,160.00,12.00,M,30.04,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,KCMI 050055Z AUTO 16012KT 10SM OVC065 A3004 RMK MADISHF
CMI,2017-02-05 01:00,M,M,M,170.00,13.00,M,30.04,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050100Z AUTO 17013KT 10SM OVC060 A3004 RMK MADISHF
CMI,2017-02-05 01:05,M,M,M,160.00,12.00,M,30.04,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050105Z AUTO 16012KT 10SM OVC060 A3004 RMK MADISHF
CMI,2017-02-05 01:10,M,M,M,170.00,14.00,M,30.03,M,10.00,19.00,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050110Z AUTO 17014G19KT 10SM OVC060 A3003 RMK MADISHF
CMI,2017-02-05 01:15,M,M,M,170.00,14.00,M,30.03,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050115Z AUTO 17014KT 10SM OVC060 A3003 RMK MADISHF
CMI,2017-02-05 01:20,M,M,M,170.00,15.00,M,30.03,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050120Z AUTO 17015KT 10SM OVC060 A3003 RMK MADISHF
CMI,2017-02-05 01:25,M,M,M,170.00,16.00,M,30.02,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050125Z AUTO 17016KT 10SM OVC060 A3002 RMK MADISHF
CMI,2017-02-05 01:30,M,M,M,170.00,16.00,M,30.02,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050130Z AUTO 17016KT 10SM OVC060 A3002 RMK MADISHF
CMI,2017-02-05 01:35,M,M,M,170.00,16.00,M,30.02,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050135Z AUTO 17016KT 10SM OVC060 A3002 RMK MADISHF
CMI,2017-02-05 01:40,M,M,M,170.00,15.00,M,30.02,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050140Z AUTO 17015KT 10SM OVC060 A3002 RMK MADISHF
CMI,2017-02-05 01:45,M,M,M,170.00,17.00,M,30.02,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KCMI 050145Z AUTO 17017KT 10SM OVC060 A3002 RMK MADISHF
CMI,2017-02-05 01:50,M,M,M,170.00,15.00,M,30.01,M,10.00,M,FEW,OVC,M,M,5000.00,6000.00,M,M,M,KCMI 050150Z AUTO 17015KT 10SM FEW050 OVC060 A3001 RMK MADISHF
CMI,2017-02-05 01:53,33.10,14.00,44.89,170.00,16.00,0.00,30.01,1017.10,10.00,M,FEW,OVC,M,M,4800.00,6000.00,M,M,M,KCMI 050153Z 17016KT 10SM FEW048 OVC060 01/M10 A3001 RMK AO2 SLP171 T00061100
CMI,2017-02-05 01:55,M,M,M,170.00,18.00,M,30.01,M,10.00,M,SCT,OVC,M,M,4600.00,6000.00,M,M,M,KCMI 050155Z AUTO 17018KT 10SM SCT046 OVC060 A3001 RMK MADISHF
CMI,2017-02-05 02:00,M,M,M,170.00,17.00,M,30.01,M,10.00,M,BKN,OVC,M,M,4600.00,6000.00,M,M,M,KCMI 050200Z AUTO 17017KT 10SM BKN046 OVC060 A3001 RMK MADISHF
CMI,2017-02-05 02:05,M,M,M,170.00,16.00,M,30.01,M,10.00,M,BKN,OVC,M,M,4600.00,6000.00,M,M,M,KCMI 050205Z AUTO 17016KT 10SM BKN046 OVC060 A3001 RMK MADISHF
CMI,2017-02-05 02:10,M,M,M,170.00,13.00,M,30.01,M,10.00,M,BKN,OVC,M,M,4600.00,6000.00,M,M,M,KCMI 050210Z AUTO 17013KT 10SM BKN046 OVC060 A3001 RMK MADISHF
CMI,2017-02-05 02:15,M,M,M,170.00,13.00,M,30.01,M,10.00,M,OVC,M,M,M,4600.00,M,M,M,M,KCMI 050215Z AUTO 17013KT 10SM OVC046 A3001 RMK MADISHF
CMI,2017-02-05 02:20,M,M,M,170.00,14.00,M,30.01,M,10.00,M,OVC,M,M,M,4600.00,M,M,M,M,KCMI 050220Z AUTO 17014KT 10SM OVC046 A3001 RMK MADISHF
CMI,2017-02-05 02:25,M,M,M,170.00,13.00,M,30.01,M,10.00,M,OVC,M,M,M,4400.00,M,M,M,M,KCMI 050225Z AUTO 17013KT 10SM OVC044 A3001 RMK MADISHF
CMI,2017-02-05 02:30,M,M,M,170.00,14.00,M,30.01,M,10.00,M,OVC,M,M,M,4400.00,M,M,M,M,KCMI 050230Z AUTO 17014KT 10SM OVC044 A3001 RMK MADISHF
CMI,2017-02-05 02:35,M,M,M,170.00,15.00,M,30.00,M,M,M,OVC,M,M,M,4300.00,M,M,M,M,KCMI 050235Z AUTO 17015KT OVC043 A3000 RMK MADISHF
CMI,2017-02-05 02:40,M,M,M,180.00,15.00,M,30.00,M,M,M,OVC,M,M,M,4300.00,M,M,M,M,KCMI 050240Z AUTO 18015KT OVC043 A3000 RMK MADISHF
CMI,2017-02-05 02:45,M,M,M,180.00,14.00,M,30.00,M,M,M,OVC,M,M,M,4300.00,M,M,M,M,KCMI 050245Z AUTO 18014KT OVC043 A3000 RMK MADISHF
CMI,2017-02-05 02:50,M,M,M,180.00,15.00,M,30.00,M,10.00,M,OVC,M,M,M,4300.00,M,M,M,M,KCMI 050250Z AUTO 18015KT 10SM OVC043 A3000 RMK MADISHF
CMI,2017-02-05 02:53,34.00,14.00,43.30,180.00,15.00,0.00,30.00,1016.80,10.00,M,OVC,M,M,M,4100.00,M,M,M,M,KCMI 050253Z 18015KT 10SM OVC041 01/M10 A3000 RMK AO2 SLP168 T00111100 56017 $
CMI,2017-02-05 02:55,M,M,M,180.00,15.00,M,30.00,M,10.00,M,OVC,M,M,M,4100.00,M,M,M,M,KCMI 050255Z AUTO 18015KT 10SM OVC041 A3000 RMK MADISHF
CMI,2017-02-05 03:00,M,M,M,180.00,13.00,M,30.00,M,10.00,M,OVC,M,M,M,4100.00,M,M,M,M,KCMI 050300Z AUTO 18013KT 10SM OVC041 A3000 RMK MADISHF
CMI,2017-02-05 03:05,M,M,M,180.00,13.00,M,30.00,M,10.00,M,OVC,M,M,M,3900.00,M,M,M,M,KCMI 050305Z AUTO 18013KT 10SM OVC039 A3000 RMK MADISHF
CMI,2017-02-05 03:10,M,M,M,180.00,14.00,M,30.00,M,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,KCMI 050310Z AUTO 18014KT 10SM OVC037 A3000 RMK MADISHF
CMI,2017-02-05 03:15,M,M,M,180.00,13.00,M,30.00,M,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,KCMI 050315Z AUTO 18013KT 10SM OVC037 A3000 RMK MADISHF
CMI,2017-02-05 03:20,M,M,M,180.00,16.00,M,29.99,M,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,KCMI 050320Z AUTO 18016KT 10SM OVC037 A2999 RMK MADISHF
CMI,2017-02-05 03:25,M,M,M,190.00,14.00,M,30.00,M,10.00,M,OVC,M,M,M,3500.00,M,M,M,M,KCMI 050325Z AUTO 19014KT 10SM OVC035 A3000 RMK MADISHF
CMI,2017-02-05 03:30,M,M,M,180.00,13.00,M,30.00,M,10.00,M,OVC,M,M,M,3500.00,M,M,M,M,KCMI 050330Z AUTO 18013KT 10SM OVC035 A3000 RMK MADISHF
CMI,2017-02-05 03:35,M,M,M,180.00,13.00,M,30.00,M,10.00,M,OVC,M,M,M,3600.00,M,M,M,M,KCMI 050335Z AUTO 18013KT 10SM OVC036 A3000 RMK MADISHF
CMI,2017-02-05 03:40,M,M,M,190.00,11.00,M,30.00,M,10.00,M,OVC,M,M,M,3600.00,M,M,M,M,KCMI 050340Z AUTO 19011KT 10SM OVC036 A3000 RMK MADISHF
CMI,2017-02-05 03:45,M,M,M,190.00,13.00,M,30.00,M,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,KCMI 050345Z AUTO 19013KT 10SM OVC037 A3000 RMK MADISHF
CMI,2017-02-05 03:50,M,M,M,190.00,12.00,M,30.00,M,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,KCMI 050350Z AUTO 19012KT 10SM OVC037 A3000 RMK MADISHF
CMI,2017-02-05 03:53,34.00,15.10,45.43,200.00,12.00,0.00,30.00,1016.60,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,KCMI 050353Z 20012KT 10SM OVC037 01/M09 A3000 RMK AO2 SLP166 T00111094 $
CMI,2017-02-05 03:55,M,M,M,200.00,11.00,M,30.00,M,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,KCMI 050355Z AUTO 20011KT 10SM OVC037 A3000 RMK MADISHF
CMI,2017-02-05 04:00,M,M,M,200.00,13.00,M,30.00,M,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,KCMI 050400Z AUTO 20013KT 10SM OVC037 A3000 RMK MADISHF
CMI,2017-02-05 04:05,M,M,M,200.00,15.00,M,30.00,M,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,KCMI 050405Z AUTO 20015KT 10SM OVC037 A3000 RMK MADISHF
CMI,2017-02-05 04:10,M,M,M,200.00,13.00,M,29.99,M,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,KCMI 050410Z AUTO 20013KT 10SM OVC037 A2999 RMK MADISHF
CMI,2017-02-05 04:15,M,M,M,200.00,14.00,M,29.99,M,10.00,M,OVC,M,M,M,3700.00,M,M,M,M,KCMI 050415Z AUTO 20014KT 10SM OVC037 A2999 RMK MADISHF
CMI,2017-02-05 04:20,M,M,M,200.00,14.00,M,29.99,M,10.00,M,OVC,M,M,M,3600.00,M,M,M,M,KCMI 050420Z AUTO 20014KT 10SM OVC036 A2999 RMK MADISHF
CMI,2017-02-05 04:25,M,M,M,200.00,13.00,M,29.98,M,10.00,M,OVC,M,M,M,3600.00,M,M,M,M,KCMI 050425Z AUTO 20013KT 10SM OVC036 A2998 RMK MADISHF
CMI,2017-02-05 04:30,M,M,M,200.00,13.00,M,29.98,M,10.00,M,OVC,M,M,M,3600.00,M,M,M,M,KCMI 050430Z AUTO 20013KT 10SM OVC036 A2998 RMK MADISHF
CMI,2017-02-05 04:35,M,M,M,200.00,14.00,M,29.98,M,10.00,M,OVC,M,M,M,3600.00,M,M,M,M,KCMI 050435Z AUTO 20014KT 10SM OVC036 A2998 RMK MADISHF
CMI,2017-02-05 04:40,M,M,M,200.00,13.00,M,29.98,M,10.00,M,OVC,M,M,M,3600.00,M,M,M,M,KCMI 050440Z AUTO 20013KT 10SM OVC036 A2998 RMK MADISHF
CMI,2017-02-05 04:45,M,M,M,200.00,14.00,M,29.98,M,10.00,M,OVC,M,M,M,3600.00,M,M,M,M,KCMI 050445Z AUTO 20014KT 10SM OVC036 A2998 RMK MADISHF
CMI,2017-02-05 04:50,M,M,M,200.00,13.00,M,29.98,M,10.00,M,BKN,OVC,M,M,3200.00,3900.00,M,M,M,KCMI 050450Z AUTO 20013KT 10SM BKN032 OVC039 A2998 RMK MADISHF
CMI,2017-02-05 04:53,34.00,16.00,47.25,200.00,12.00,0.00,29.98,1016.00,10.00,M,OVC,M,M,M,3400.00,M,M,M,M,KCMI 050453Z 20012KT 10SM OVC034 01/M09 A2998 RMK AO2 SLP160 T00111089 $
CMI,2017-02-05 04:55,M,M,M,200.00,13.00,M,29.98,M,10.00,M,OVC,M,M,M,3399.00,M,M,M,M,KCMI 050455Z AUTO 20013KT 10SM OVC033 A2998 RMK MADISHF
CMI,2017-02-05 05:00,M,M,M,200.00,13.00,M,29.98,M,10.00,M,OVC,M,M,M,3399.00,M,M,M,M,KCMI 050500Z AUTO 20013KT 10SM OVC033 A2998 RMK MADISHF
CMI,2017-02-05 05:05,M,M,M,200.00,12.00,M,29.98,M,10.00,M,OVC,M,M,M,3399.00,M,M,M,M,KCMI 050505Z AUTO 20012KT 10SM OVC033 A2998 RMK MADISHF
CMI,2017-02-05 05:10,M,M,M,200.00,11.00,M,29.98,M,10.00,M,BKN,M,M,M,3399.00,M,M,M,M,KCMI 050510Z AUTO 20011KT 10SM BKN033 A2998 RMK MADISHF
CMI,2017-02-05 05:15,M,M,M,210.00,11.00,M,29.98,M,10.00,M,BKN,M,M,M,3399.00,M,M,M,M,KCMI 050515Z AUTO 21011KT 10SM BKN033 A2998 RMK MADISHF
CMI,2017-02-05 05:20,M,M,M,200.00,11.00,M,29.97,M,10.00,M,SCT,M,M,M,3600.00,M,M,M,M,KCMI 050520Z AUTO 20011KT 10SM SCT036 A2997 RMK MADISHF
CMI,2017-02-05 05:25,M,M,M,200.00,10.00,M,29.97,M,10.00,M,FEW,M,M,M,3600.00,M,M,M,M,KCMI 050525Z AUTO 20010KT 10SM FEW036 A2997 RMK MADISHF
CMI,2017-02-05 05:30,M,M,M,200.00,10.00,M,29.97,M,10.00,M,FEW,M,M,M,3600.00,M,M,M,M,KCMI 050530Z AUTO 20010KT 10SM FEW036 A2997 RMK MADISHF
CMI,2017-02-05 05:35,M,M,M,200.00,9.00,M,29.97,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050535Z AUTO 20009KT 10SM CLR A2997 RMK MADISHF
CMI,2017-02-05 05:40,M,M,M,200.00,10.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050540Z AUTO 20010KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-05 05:45,M,M,M,200.00,9.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050545Z AUTO 20009KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-05 05:50,M,M,M,200.00,9.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050550Z AUTO 20009KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-05 05:53,30.00,15.10,53.38,200.00,9.00,0.00,29.96,1015.40,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050553Z AUTO 20009KT 10SM CLR M01/M09 A2996 RMK AO2 SLP154 T10111094 10017 21011 400221117 58013 $
CMI,2017-02-05 05:55,M,M,M,200.00,10.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050555Z AUTO 20010KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-05 06:00,M,M,M,200.00,10.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050600Z AUTO 20010KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-05 06:05,M,M,M,200.00,10.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050605Z AUTO 20010KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-05 06:10,M,M,M,200.00,10.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050610Z AUTO 20010KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-05 06:15,M,M,M,200.00,9.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050615Z AUTO 20009KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-05 06:20,M,M,M,200.00,10.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050620Z AUTO 20010KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-05 06:25,M,M,M,200.00,10.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050625Z AUTO 20010KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-05 06:30,M,M,M,200.00,10.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050630Z AUTO 20010KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-05 06:35,M,M,M,200.00,11.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050635Z AUTO 20011KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-05 06:40,M,M,M,210.00,11.00,M,29.96,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050640Z AUTO 21011KT 10SM CLR A2996 RMK MADISHF
CMI,2017-02-05 06:45,M,M,M,200.00,11.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050645Z AUTO 20011KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 06:50,M,M,M,210.00,11.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050650Z AUTO 21011KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 06:53,30.90,16.00,53.53,210.00,12.00,0.00,29.95,1015.00,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050653Z AUTO 21012KT 10SM CLR M01/M09 A2995 RMK AO2 SLP150 T10061089 $
CMI,2017-02-05 06:55,M,M,M,210.00,11.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050655Z AUTO 21011KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 07:00,M,M,M,210.00,12.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050700Z AUTO 21012KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 07:05,M,M,M,200.00,11.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050705Z AUTO 20011KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 07:10,M,M,M,200.00,12.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050710Z AUTO 20012KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 07:15,M,M,M,210.00,12.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050715Z AUTO 21012KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 07:20,M,M,M,210.00,12.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050720Z AUTO 21012KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 07:25,M,M,M,210.00,12.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050725Z AUTO 21012KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 07:30,M,M,M,210.00,12.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050730Z AUTO 21012KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 07:35,M,M,M,210.00,11.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050735Z AUTO 21011KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 07:40,M,M,M,210.00,12.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050740Z AUTO 21012KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 07:45,M,M,M,210.00,12.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050745Z AUTO 21012KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 07:50,M,M,M,210.00,12.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050750Z AUTO 21012KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 07:53,30.90,18.00,58.36,210.00,12.00,0.00,29.95,1014.90,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050753Z AUTO 21012KT 10SM CLR M01/M08 A2995 RMK AO2 SLP149 T10061078 $
CMI,2017-02-05 07:55,M,M,M,210.00,11.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050755Z AUTO 21011KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 08:00,M,M,M,210.00,11.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050800Z AUTO 21011KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 08:05,M,M,M,210.00,11.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050805Z AUTO 21011KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 08:10,M,M,M,200.00,10.00,M,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050810Z AUTO 20010KT 10SM CLR A2994 RMK MADISHF
CMI,2017-02-05 08:15,M,M,M,210.00,11.00,M,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050815Z AUTO 21011KT 10SM CLR A2994 RMK MADISHF
CMI,2017-02-05 08:20,M,M,M,210.00,11.00,M,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050820Z AUTO 21011KT 10SM CLR A2994 RMK MADISHF
CMI,2017-02-05 08:25,M,M,M,210.00,11.00,M,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050825Z AUTO 21011KT 10SM CLR A2994 RMK MADISHF
CMI,2017-02-05 08:30,M,M,M,210.00,11.00,M,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050830Z AUTO 21011KT 10SM CLR A2994 RMK MADISHF
CMI,2017-02-05 08:35,M,M,M,210.00,11.00,M,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050835Z AUTO 21011KT 10SM CLR A2994 RMK MADISHF
CMI,2017-02-05 08:40,M,M,M,210.00,10.00,M,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050840Z AUTO 21010KT 10SM CLR A2994 RMK MADISHF
CMI,2017-02-05 08:45,M,M,M,210.00,11.00,M,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050845Z AUTO 21011KT 10SM CLR A2994 RMK MADISHF
CMI,2017-02-05 08:50,M,M,M,210.00,10.00,M,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050850Z AUTO 21010KT 10SM CLR A2994 RMK MADISHF
CMI,2017-02-05 08:53,30.00,19.00,63.18,210.00,11.00,0.00,29.94,1014.70,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050853Z AUTO 21011KT 10SM CLR M01/M07 A2994 RMK AO2 SLP147 T10111072 56006 $
CMI,2017-02-05 08:55,M,M,M,210.00,11.00,M,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050855Z AUTO 21011KT 10SM CLR A2994 RMK MADISHF
CMI,2017-02-05 09:00,M,M,M,210.00,11.00,M,29.94,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050900Z AUTO 21011KT 10SM CLR A2994 RMK MADISHF
CMI,2017-02-05 09:05,M,M,M,210.00,11.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050905Z AUTO 21011KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 09:10,M,M,M,210.00,11.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050910Z AUTO 21011KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 09:15,M,M,M,210.00,10.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050915Z AUTO 21010KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 09:20,M,M,M,210.00,11.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050920Z AUTO 21011KT 10SM CLR A2995 RMK MADISHF
CMI,2017-02-05 09:25,M,M,M,210.00,10.00,M,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KCMI 050925Z AUTO 21010KT 10SM CLR A2995 RMK MADISHF
